3.183267522842947363e-03,3.292767585845114003e-03,3.395439394745652928e-03,3.492270060677587530e-03,3.584036828941808504e-03,3.671375572076405504e-03,3.754782900995309956e-03,3.834692074635894041e-03,3.911453085660284920e-03,3.985379784305890898e-03,4.056730459941560243e-03,4.125738708665682014e-03,4.192602834132612075e-03,4.257493348861386175e-03,4.320561573546832963e-03,4.381949974129216094e-03,4.441771286940795517e-03,4.500141093270351549e-03,4.557149888703209903e-03,4.612884904909509559e-03,4.667428026168184314e-03
3.126559120637419000e-03,3.233615686741136627e-03,3.333990336945636106e-03,3.428650496361471556e-03,3.518357794714528294e-03,3.603735479826421922e-03,3.685269909477973966e-03,3.763385049124916542e-03,3.838423781350967096e-03,3.910693361800901546e-03,3.980446525630609682e-03,4.047912108034784108e-03,4.113283867711699932e-03,4.176728879733984656e-03,4.238395054402663634e-03,4.298421646209928636e-03,4.356918989897058843e-03,4.414000111384080299e-03,4.469753379701627699e-03,4.524264173473215023e-03,4.577612513762297462e-03
3.090408255761190222e-03,3.195727871046584023e-03,3.294463696498015591e-03,3.387572931520299417e-03,3.475808596620564954e-03,3.559786823123314414e-03,3.639987466498962633e-03,3.716829284564856974e-03,3.790649901606552540e-03,3.861752743979825209e-03,3.930386375384458016e-03,3.996776541512639044e-03,4.061113911199663341e-03,4.123562692335791882e-03,4.184268490873179445e-03,4.243368296421522710e-03,4.300970226649850243e-03,4.357185572208554375e-03,4.412101055601335906e-03,4.465800548531000808e-03,4.518362554063281092e-03
3.101447823845628667e-03,3.207069128937299965e-03,3.306092857085198879e-03,3.399477823877816805e-03,3.487978406919430528e-03,3.572211655892265462e-03,3.652658389722218506e-03,3.729738245614471707e-03,3.803789784554900775e-03,3.875117126952910395e-03,3.943969255190750769e-03,4.010572335622594395e-03,4.075117883907988098e-03,4.137770106986839343e-03,4.198675020421109919e-03,4.257970005337449043e-03,4.315763504630848631e-03,4.372166769038700156e-03,4.427267054821209559e-03,4.481148325121708971e-03,4.533889288128181184e-03
3.089017518579973559e-03,3.193724917309138586e-03,3.291873211050382313e-03,3.384417808123005387e-03,3.472110437915157735e-03,3.555565808222422262e-03,3.635262374842031761e-03,3.711618058608352842e-03,3.784969807783430430e-03,3.855620108193118668e-03,3.923816862326040544e-03,3.989784867833847878e-03,4.053714530216349921e-03,4.115769425948082386e-03,4.176094273111145665e-03,4.234825705520673354e-03,4.292071669864897659e-03,4.347942183180644737e-03,4.402524144509610549e-03,4.455900643511637692e-03,4.508149988988166025e-03
3.057120819443520827e-03,3.160695749028022590e-03,3.257781927422155523e-03,3.349325660743396847e-03,3.436071236305742512e-03,3.518627042274981558e-03,3.597466637615225060e-03,3.673003613604534576e-03,3.745571378276958425e-03,3.815469253310102647e-03,3.882942421540115218e-03,3.948213297547440576e-03,4.011470190413602040e-03,4.072875009533362921e-03,4.132570671443772450e-03,4.190692517987107402e-03,4.247347183945225646e-03,4.302643472121400227e-03,4.356667311032133907e-03,4.409500689506493792e-03,4.461221139633754669e-03
3.027668530762383115e-03,3.130174664090418397e-03,3.226262241979985668e-03,3.316867415933769884e-03,3.402726196210615478e-03,3.484440565233646019e-03,3.562479043753291694e-03,3.637250961992286903e-03,3.709086109235811696e-03,3.778280634177845401e-03,3.845077105609747206e-03,3.909695672143818392e-03,3.972322534542673499e-03,4.033117877134113731e-03,4.092223140740881490e-03,4.149772171171626708e-03,4.205870285371011118e-03,4.260625245665504088e-03,4.314122117862141149e-03,4.366441784638649612e-03,4.417661152009483803e-03
3.066364739759365552e-03,3.170626736447769694e-03,3.268360240027840587e-03,3.360513677728469567e-03,3.447833298383181418e-03,3.530929591002859858e-03,3.610278324004039495e-03,3.686295116368355947e-03,3.759315112050416307e-03,3.829639209080148727e-03,3.897513876060335405e-03,3.963163236111464163e-03,4.026776451037048996e-03,4.088516800844084996e-03,4.148528453302730706e-03,4.206947463574111333e-03,4.263881414231816998e-03,4.319439912784652988e-03,4.373709963386808626e-03,4.426774026128172182e-03,4.478710401520381509e-03
3.044126309838762583e-03,3.147500133586943281e-03,3.244380878785911495e-03,3.335712633763796876e-03,3.422238210645656923e-03,3.504565494225644635e-03,3.583168114032108699e-03,3.658459817942635254e-03,3.730774082130432299e-03,3.800410705717302898e-03,3.867614559188070102e-03,3.932608791486624268e-03,3.995581780278437134e-03,4.056695817936572558e-03,4.116094462173253490e-03,4.173912787270821559e-03,4.230257827343918489e-03,4.285238903007784241e-03,4.338942139987268451e-03,4.391449618748889325e-03,4.442839080773382417e-03
3.055091703324764544e-03,3.159386444221097979e-03,3.257147649892442980e-03,3.349322124604227607e-03,3.436655304315533541e-03,3.519757290451772536e-03,3.599103283030504613e-03,3.675108859373284187e-03,3.748109299060375325e-03,3.818405471506730337e-03,3.886243861722641323e-03,3.951848810813740794e-03,4.015409877755348605e-03,4.077090475445641418e-03,4.137035202422545584e-03,4.195380076562942040e-03,4.252233141108510521e-03,4.307704346548311622e-03,4.361880727089497388e-03,4.414845018239398414e-03,4.466675639458206684e-03
