1.564637478491477359e-03,1.580206394077106466e-03,1.595623406905330834e-03,1.610892878327475257e-03,1.626018964904216981e-03,1.641005631620496424e-03,1.655856664023848315e-03,1.670575679391445977e-03,1.685166137019194696e-03,1.699631347715791982e-03,1.713974482575572438e-03,1.728198581095993390e-03,1.742306558698614389e-03,1.756301213706296842e-03,1.770185233823911262e-03,1.783961202165063476e-03,1.797631602863117772e-03,1.811198826301029094e-03,1.824665173991170484e-03,1.838032863133364121e-03,1.851304030876677964e-03,1.864480738308186029e-03,1.877564974189772874e-03,1.890558658462161180e-03,1.903463645533648874e-03,1.916281727369504619e-03,1.929014636396586850e-03,1.941664048236527249e-03,1.954231584279678309e-03,1.966718814111022198e-03,1.979127257798312875e-03,1.991458388051899845e-03,2.003713632264919088e-03,2.015894374441845431e-03,2.028001957022794108e-03,2.040037682610369024e-03,2.052002815605351305e-03,2.063898583757034239e-03,2.075726179633599188e-03,2.087486762017498089e-03,2.099181457230484688e-03,2.110811360392563646e-03,2.122377536618852596e-03,2.133881022158056872e-03,2.145322825475997307e-03,2.156703928287403808e-03,2.168025286538956264e-03,2.179287831346361348e-03,2.190492469888068172e-03,2.201640086258045345e-03,2.212731542279889295e-03,2.223767678284388483e-03,2.234749313852528018e-03,2.245677248525786065e-03,2.256552262485482345e-03,2.267375117202787699e-03,2.278146556060947712e-03,2.288867304951154157e-03,2.299538072843405629e-03,2.310159552333640627e-03,2.320732420168333549e-03,2.331257337747673786e-03,2.341734951608396079e-03,2.352165893887244418e-03,2.362550782766030533e-03,2.372890222899151722e-03,2.383184805824422377e-03,2.393435110357996359e-03,2.403641702974134396e-03,2.413805138170519501e-03,2.423925958819782636e-03,2.434004696507877877e-03,2.444041871859892971e-03,2.454037994853872084e-03,2.463993565123175512e-03,2.473909072247890660e-03,2.483784996035772255e-03,2.493621806793168850e-03,2.503419965586363687e-03,2.513179924493754488e-03,2.522902126849243826e-03,2.532587007477223474e-03,2.542234992919507018e-03,2.551846501654526922e-03,2.561421944309146860e-03,2.570961723863359090e-03,2.580466235848176935e-03,2.589935868536991266e-03,2.599371003130654650e-03,2.608772013936531704e-03,2.618139268541777153e-03,2.627473127981040223e-03,2.636773946898838226e-03,2.646042073706781489e-03,2.655277850735866894e-03,2.664481614384022617e-03,2.673653695259072330e-03,2.682794418317306639e-03,2.691904102997819646e-03,2.700983063352768027e-03,2.710031608173695331e-03
1.563942159775977628e-03,1.579504156597014023e-03,1.594914318165631005e-03,1.610177003894986292e-03,1.625296368498597554e-03,1.640276375199382171e-03,1.655120807862592086e-03,1.669833282157896781e-03,1.684417255843904558e-03,1.698876038258002224e-03,1.713212799085303117e-03,1.727430576472523431e-03,1.741532284545620852e-03,1.755520720383893377e-03,1.769398570497806049e-03,1.783168416853039189e-03,1.796832742479018098e-03,1.810393936696420934e-03,1.823854299994837535e-03,1.837216048588775821e-03,1.850481318677562161e-03,1.863652170432332673e-03,1.876730591731173457e-03,1.889718501661592776e-03,1.902617753807797542e-03,1.915430139338713828e-03,1.928157389911316346e-03,1.940801180402597186e-03,1.953363131482369324e-03,1.965844812038097800e-03,1.978247741462023975e-03,1.990573391810031723e-03,2.002823189840928064e-03,2.014998518944141614e-03,2.027100720963213604e-03,2.039131097921875486e-03,2.051090913659014102e-03,2.062981395378315781e-03,2.074803735117989548e-03,2.086559091145528174e-03,2.098248589282153929e-03,2.109873324161202612e-03,2.121434360424460409e-03,2.132932733860126891e-03,2.144369452485865319e-03,2.155745497580134791e-03,2.167061824664797028e-03,2.178319364441774243e-03,2.189519023686368852e-03,2.200661686099661483e-03,2.211748213122257615e-03,2.222779444711507017e-03,2.233756200084174425e-03,2.244679278426426738e-03,2.255549459572873169e-03,2.266367504656289448e-03,2.277134156729565626e-03,2.287850141361309503e-03,2.298516167206456594e-03,2.309132926553158615e-03,2.319701095847145726e-03,2.330221336194684880e-03,2.340694293845191603e-03,2.351120600654490501e-03,2.361500874529676858e-03,2.371835719856441472e-03,2.382125727909720908e-03,2.392371477248446399e-03,2.402573534095139504e-03,2.412732452701066635e-03,2.422848775697608158e-03,2.432923034434483506e-03,2.442955749305416452e-03,2.452947430061819516e-03,2.462898576115017495e-03,2.472809676827530077e-03,2.482681211793888020e-03,2.492513651111436489e-03,2.502307455641564031e-03,2.512063077261766138e-03,2.521780959108928938e-03,2.531461535814210750e-03,2.541105233729870627e-03,2.550712471148371737e-03,2.560283658514096988e-03,2.569819198627954892e-03,2.579319486845187484e-03,2.588784911266637460e-03,2.598215852923753833e-03,2.607612685957560756e-03,2.616975777791857947e-03,2.626305489300853092e-03,2.635602174971459974e-03,2.644866183060456174e-03,2.654097855746708964e-03,2.663297529278652390e-03,2.672465534117188582e-03,2.681602195074199359e-03,2.690707831446821630e-03,2.699782757147647927e-03,2.708827280830996501e-03
1.563245831141297712e-03,1.578800899148546846e-03,1.594204199506409764e-03,1.609460089687062088e-03,1.624572722554179375e-03,1.639546059566095735e-03,1.654383882903337618e-03,1.669089806625736160e-03,1.683667286952369004e-03,1.698119631747175944e-03,1.712450009284001212e-03,1.726661456356858981e-03,1.740756885794223115e-03,1.754739093430021700e-03,1.768610764578579589e-03,1.782374480055984528e-03,1.796032721786118861e-03,1.809587878025841357e-03,1.823042248240473295e-03,1.836398047657776533e-03,1.849657411525957619e-03,1.862822399098882937e-03,1.875894997369557515e-03,1.888877124571036173e-03,1.901770633462236768e-03,1.914577314414586586e-03,1.927298898314058805e-03,1.939937059291923669e-03,1.952493417296408823e-03,1.964969540516448444e-03,1.977366947667790528e-03,1.989687110150902254e-03,2.001931454089340544e-03,2.014101362256595727e-03,2.026198175898765927e-03,2.038223196459872273e-03,2.050177687216089405e-03,2.062062874824704354e-03,2.073879950793184029e-03,2.085630072873315231e-03,2.097314366385059740e-03,2.108933925474379759e-03,2.120489814309040478e-03,2.131983068216069133e-03,2.143414694764318729e-03,2.154785674795344375e-03,2.166096963405572499e-03,2.177349490882539776e-03,2.188544163597816884e-03,2.199681864859025747e-03,2.210763455723224486e-03,2.221789775773780774e-03,2.232761643862712052e-03,2.243679858820355703e-03,2.254545200134108231e-03,2.265358428597858895e-03,2.276120286933661259e-03,2.286831500387071642e-03,2.297492777297504077e-03,2.308104809644876375e-03,2.318668273573739041e-03,2.329183829896007678e-03,2.339652124573362701e-03,2.350073789180301669e-03,2.360449441348802697e-03,2.370779685195460642e-03,2.381065111731953468e-03,2.391306299259614646e-03,2.401503813748861408e-03,2.411658209204185777e-03,2.421770028015367109e-03,2.431839801295547152e-03,2.441868049206750036e-03,2.451855281273426172e-03,2.461801996684543498e-03,2.471708684584738268e-03,2.481575824355006319e-03,2.491403885883387587e-03,2.501193329826076252e-03,2.510944607859374577e-03,2.520658162922866877e-03,2.530334429454196565e-03,2.539973833615793205e-03,2.549576793513880484e-03,2.559143719410094699e-03,2.568675013926002143e-03,2.578171072240816823e-03,2.587632282282583459e-03,2.597059024913101182e-03,2.606451674106811250e-03,2.615810597123922453e-03,2.625136154677967185e-03,2.634428701098027147e-03,2.643688584485822963e-03,2.652916146867869383e-03,2.662111724342890347e-03,2.671275647224653511e-03,2.680408240180421134e-03,2.689509822365167366e-03,2.698580707551717639e-03,2.707621204256965841e-03
1.562548491121009504e-03,1.578096620250684983e-03,1.593493049432197998e-03,1.608742134193922495e-03,1.623848025547005051e-03,1.638814683182634319e-03,1.653645887594163560e-03,1.668345251229246939e-03,1.682916228765196469e-03,1.697362126590363845e-03,1.711686111565275271e-03,1.725891219129277237e-03,1.739980360811475878e-03,1.753956331198620487e-03,1.767821814407157964e-03,1.781579390101913594e-03,1.795231539099621928e-03,1.808780648591776924e-03,1.822229017017943124e-03,1.835578858617703448e-03,1.848832307686762910e-03,1.861991422560386545e-03,1.875058189345211795e-03,1.888034525418599060e-03,1.900922282712979531e-03,1.913723250801122478e-03,1.926439159796879564e-03,1.939071683084717156e-03,1.951622439890228272e-03,1.964092997702802067e-03,1.976484874560711317e-03,1.988799541208052628e-03,2.001038423132212550e-03,2.013202902489846704e-03,2.025294319928744053e-03,2.037313976312371024e-03,2.049263134353374299e-03,2.061143020161848409e-03,2.072954824713746196e-03,2.084699705244399525e-03,2.096378786571782404e-03,2.107993162353774801e-03,2.119543896283433964e-03,2.131032023225942155e-03,2.142458550300692030e-03,2.153824457911701108e-03,2.165130700729340357e-03,2.176378208626160264e-03,2.187567887569413436e-03,2.198700620472691068e-03,2.209777268008947509e-03,2.220798669387024499e-03,2.231765643093662661e-03,2.242678987602853349e-03,2.253539482054275119e-03,2.264347886902439832e-03,2.275104944538082746e-03,2.285811379883240322e-03,2.296467900961347147e-03,2.307075199443638699e-03,2.317633951173048677e-03,2.328144816666713728e-03,2.338608441598161083e-03,2.349025457260152296e-03,2.359396481009149761e-03,2.369722116692261210e-03,2.380002955057522636e-03,2.390239574148297214e-03,2.400432539682530522e-03,2.410582405417581973e-03,2.420689713501279067e-03,2.430754994809842390e-03,2.440778769273259461e-03,2.450761546188689848e-03,2.460703824522421108e-03,2.470606093200889038e-03,2.480468831391244907e-03,2.490292508771919846e-03,2.500077585793615293e-03,2.509824513931147548e-03,2.519533735926513321e-03,2.529205686023559222e-03,2.538840790194610807e-03,2.548439466359380800e-03,2.558002124596493905e-03,2.567529167347913123e-03,2.577020989616568992e-03,2.586477979157458026e-03,2.595900516662482272e-03,2.605288975939258535e-03,2.614643724084167453e-03,2.623965121649831072e-03,2.633253522807271329e-03,2.642509275502925945e-03,2.651732721610736837e-03,2.660924197079499263e-03,2.670084032075633034e-03,2.679212551121571383e-03,2.688310073229918402e-03,2.697376912033529889e-03,2.706413375911675447e-03
1.561850138246559209e-03,1.577391318420261982e-03,1.592780866445358840e-03,1.608023135903598796e-03,1.623122275950909322e-03,1.638082244508765788e-03,1.652906820380898407e-03,1.667599614400443360e-03,1.682164079700706203e-03,1.696603521192308582e-03,1.710921104320405192e-03,1.725119863167707884e-03,1.739202707962067031e-03,1.753172432041241865e-03,1.767031718322062059e-03,1.780783145316417945e-03,1.794429192732287974e-03,1.807972246694253705e-03,1.821414604614633682e-03,1.834758479743396403e-03,1.848006005422361906e-03,1.861159239066859225e-03,1.874220165895871268e-03,1.887190702429821518e-03,1.900072699773452988e-03,1.912867946699717703e-03,1.925578172549224530e-03,1.938205049958550237e-03,1.950750197429604576e-03,1.963215181751215566e-03,1.975601520283195873e-03,1.987910683112319599e-03,2.000144095088877885e-03,2.012303137751795656e-03,2.024389151149684051e-03,2.036403435564611720e-03,2.048347253144878598e-03,2.060221829452591781e-03,2.072028354931418955e-03,2.083767986299486352e-03,2.095441847872050317e-03,2.107051032818201258e-03,2.118596604355596751e-03,2.130079596886905353e-03,2.141501017081406250e-03,2.152861844904942288e-03,2.164163034601212284e-03,2.175405515627177287e-03,2.186590193545182893e-03,2.197717950874219280e-03,2.208789647902577574e-03,2.219806123464031049e-03,2.230768195679511817e-03,2.241676662666148255e-03,2.252532303215395732e-03,2.263335877441895183e-03,2.274088127404584343e-03,2.284789777701507537e-03,2.295441536039661504e-03,2.306044093781152264e-03,2.316598126466856960e-03,2.327104294318706537e-03,2.337563242721656109e-03,2.347975602686322265e-03,2.358341991293250520e-03,2.368663012119670737e-03,2.378939255649594429e-03,2.389171299668038477e-03,2.399359709640111211e-03,2.409505039075680345e-03,2.419607829880270240e-03,2.429668612692835114e-03,2.439687907210990638e-03,2.449666222504273769e-03,2.459604057315968595e-03,2.469501900353994299e-03,2.479360230571347502e-03,2.489179517436543483e-03,2.498960221194494735e-03,2.508702793118238860e-03,2.518407675751896564e-03,2.528075303145237498e-03,2.537706101080206521e-03,2.547300487289734343e-03,2.556858871669168230e-03,2.566381656480608113e-03,2.575869236550443891e-03,2.585321999460372770e-03,2.594740325732152950e-03,2.604124589006334787e-03,2.613475156215231809e-03,2.622792387750323695e-03,2.632076637624341901e-03,2.641328253628215730e-03,2.650547577483093088e-03,2.659734944987622411e-03,2.668890686160661427e-03,2.678015125379604872e-03,2.687108581514479049e-03,2.696171368057968028e-03,2.705203793251515464e-03
1.561150771047259325e-03,1.576684992171956210e-03,1.592067649046079430e-03,1.607303093301926111e-03,1.622395472237508646e-03,1.637348742002019998e-03,1.652166679707113128e-03,1.666852894569060455e-03,1.681410838174919381e-03,1.695843813955434567e-03,1.710154985938333767e-03,1.724347386847723332e-03,1.738423925608308324e-03,1.752387394307043612e-03,1.766240474659399110e-03,1.779985744022655973e-03,1.793625680994425644e-03,1.807162670630827958e-03,1.820599009315443818e-03,1.833936909307188994e-03,1.847178502992613807e-03,1.860325846865774901e-03,1.873380925256711536e-03,1.886345653827665178e-03,1.899221882854488716e-03,1.912011400309155751e-03,1.924715934757908467e-03,1.937337158088348098e-03,1.949876688077650105e-03,1.962336090813063521e-03,1.974716882974955796e-03,1.987020533991823781e-03,1.999248468075937295e-03,2.011402066147594155e-03,2.023482667655357274e-03,2.035491572299052716e-03,2.047430041661814446e-03,2.059299300756965451e-03,2.071100539495115012e-03,2.082834914076433456e-03,2.094503548312729585e-03,2.106107534883592571e-03,2.117647936530591638e-03,2.129125787193208996e-03,2.140542093089956369e-03,2.151897833747866157e-03,2.163193962983344862e-03,2.174431409837159976e-03,2.185611079466163315e-03,2.196733853994169410e-03,2.207800593324248887e-03,2.218812135914560550e-03,2.229769299519698041e-03,2.240672881899406343e-03,2.251523661496414568e-03,2.262322398084997029e-03,2.273069833391812115e-03,2.283766691690442777e-03,2.294413680370987335e-03,2.305011490485973057e-03,2.315560797273782511e-03,2.326062260660712033e-03,2.336516525742725250e-03,2.346924223247883520e-03,2.357285969980416063e-03,2.367602369247281523e-03,2.377874011268084429e-03,2.388101473569119362e-03,2.398285321362290945e-03,2.408426107909615241e-03,2.418524374873961321e-03,2.428580652656673559e-03,2.438595460722656205e-03,2.448569307913495315e-03,2.458502692749146238e-03,2.468396103718694529e-03,2.478250019560669475e-03,2.488064909533368660e-03,2.497841233675615093e-03,2.507579443058374508e-03,2.517279980027604513e-03,2.526943278438715471e-03,2.536569763882995723e-03,2.546159853906322049e-03,2.555713958220499297e-03,2.565232478907501085e-03,2.574715810616922101e-03,2.584164340756906972e-03,2.593578449678823721e-03,2.602958510855914263e-03,2.612304891056185189e-03,2.621617950509740926e-03,2.630898043070792596e-03,2.640145516374534703e-03,2.649360711989098664e-03,2.658543965562768820e-03,2.667695606966627442e-03,2.676815960432818269e-03,2.685905344688583815e-03,2.694964073086231291e-03,2.703992453729181077e-03
1.560450388050290153e-03,1.575977640018292594e-03,1.591353395732372430e-03,1.606582004872542753e-03,1.621667612876203594e-03,1.636614174117690746e-03,1.651425464014121599e-03,1.666105090162557081e-03,1.680656502601560621e-03,1.695083003279849922e-03,1.709387754805667551e-03,1.723573788542540671e-03,1.737644012110136889e-03,1.751601216342789369e-03,1.765448081752863567e-03,1.779187184541354419e-03,1.792821002193893719e-03,1.806351918696587648e-03,1.819782229402784569e-03,1.833114145578909658e-03,1.846349798654854440e-03,1.859491244202065912e-03,1.872540465660348400e-03,1.885499377832514740e-03,1.898369830164324231e-03,1.911153609825607834e-03,1.923852444607116515e-03,1.936468005646389172e-03,1.949001909994812912e-03,1.961455723037039498e-03,1.973830960773004326e-03,1.986129091971971378e-03,1.998351540207261509e-03,2.010499685779647272e-03,2.022574867536770793e-03,2.034578384595371603e-03,2.046511497972595874e-03,2.058375432132185812e-03,2.070171376450918605e-03,2.081900486610254505e-03,2.093563885917824451e-03,2.105162666563006445e-03,2.116697890810588338e-03,2.128170592136194653e-03,2.139581776306913492e-03,2.150932422410330169e-03,2.162223483834938269e-03,2.173455889204707180e-03,2.184630543270405997e-03,2.195748327760100281e-03,2.206810102191079405e-03,2.217816704645343001e-03,2.228768952510612814e-03,2.239667643188734351e-03,2.250513554773200461e-03,2.261307446697426605e-03,2.272050060355307842e-03,2.282742119695495633e-03,2.293384331790729747e-03,2.303977387383508105e-03,2.314521961409280251e-03,2.325018713498277698e-03,2.335468288457052781e-03,2.345871316730702236e-03,2.356228414846736965e-03,2.366540185841451479e-03,2.376807219669659511e-03,2.387030093598559079e-03,2.397209372586481171e-03,2.407345609647230673e-03,2.417439346200670088e-03,2.427491112410187432e-03,2.437501427507638135e-03,2.447470800106326012e-03,2.457399728502554156e-03,2.467288700966255299e-03,2.477138196021182182e-03,2.486948682715106780e-03,2.496720620880464245e-03,2.506454461385854843e-03,2.516150646378785983e-03,2.525809609520025985e-03,2.535431776209929114e-03,2.545017563807047602e-03,2.554567381839376299e-03,2.564081632208501434e-03,2.573560709386965312e-03,2.583005000609108880e-03,2.592414886055662351e-03,2.601790739032314604e-03,2.611132926142528503e-03,2.620441807454797732e-03,2.629717736664582799e-03,2.638961061251117457e-03,2.648172122629295026e-03,2.657351256296817607e-03,2.666498791976775178e-03,2.675615053755851010e-03,2.684700360218296531e-03,2.693755024575839128e-03,2.702779354793672945e-03
1.559748987780693518e-03,1.575269260469636546e-03,1.590638105000069958e-03,1.605859869096887185e-03,1.620938696334173418e-03,1.635878539308828830e-03,1.650683171740974968e-03,1.665356199606109200e-03,1.679901071392051262e-03,1.694321087563340194e-03,1.708619409306671002e-03,1.722799066623016033e-03,1.736862965825108950e-03,1.750813896492842787e-03,1.764654537933731029e-03,1.778387465190802309e-03,1.792015154636094395e-03,1.805539989184145287e-03,1.818964263156574611e-03,1.832290186825874957e-03,1.845519890663890189e-03,1.858655429318117154e-03,1.871698785336832439e-03,1.884651872662171899e-03,1.897516539908595612e-03,1.910294573442626598e-03,1.922987700278398987e-03,1.935597590802298632e-03,1.948125861338871525e-03,1.960574076569150843e-03,1.972943751811652002e-03,1.985236355175447245e-03,1.997453309593982124e-03,2.009595994747603604e-03,2.021665748882160892e-03,2.033663870530458707e-03,2.045591620142834036e-03,2.057450221632650331e-03,2.069240863842075964e-03,2.080964701933109978e-03,2.092622858708471662e-03,2.104216425866615309e-03,2.115746465194856974e-03,2.127214009704286955e-03,2.138620064709916609e-03,2.149965608859245349e-03,2.161251595112231080e-03,2.172478951675440965e-03,2.183648582892970709e-03,2.194761370096562272e-03,2.205818172417163894e-03,2.216819827560069164e-03,2.227767152545595802e-03,2.238660944417168557e-03,2.249501980918538341e-03,2.260291021141766065e-03,2.271028806147501206e-03,2.281716059558989290e-03,2.292353488131152264e-03,2.302941782296008977e-03,2.313481616685634026e-03,2.323973650633765625e-03,2.334418528657124150e-03,2.344816880917430582e-03,2.355169323665075049e-03,2.365476459665296315e-03,2.375738878607731776e-03,2.385957157500105154e-03,2.396131861046807768e-03,2.406263542013072510e-03,2.416352741575400562e-03,2.426399989658880110e-03,2.436405805261978620e-03,2.446370696769385473e-03,2.456295162253426673e-03,2.466179689764564677e-03,2.476024757611462561e-03,2.485830834631061817e-03,2.495598380449109630e-03,2.505327845731547196e-03,2.515019672427143329e-03,2.524674294001741110e-03,2.534292135664484042e-03,2.543873614586327457e-03,2.553419140111189492e-03,2.562929113960006611e-03,2.572403930428011996e-03,2.581843976575489644e-03,2.591249632412284763e-03,2.600621271076289463e-03,2.609959259006185226e-03,2.619263956108618639e-03,2.628535715920069307e-03,2.637774885763584289e-03,2.646981806900596326e-03,2.656156814678004973e-03,2.665300238670694974e-03,2.674412402819677497e-03,2.683493625566003848e-03,2.692544219980618631e-03,2.701564493890289392e-03
1.559046568761370813e-03,1.574559852034191796e-03,1.589921775342820979e-03,1.605136684454193255e-03,1.620208721076371724e-03,1.635141836026240319e-03,1.649939801324459268e-03,1.664606221322607058e-03,1.679144542955507630e-03,1.693558065201365747e-03,1.707849947823263667e-03,1.722023219457640255e-03,1.736080785108397220e-03,1.750025433099165143e-03,1.763859841530854983e-03,1.777586584286848341e-03,1.791208136623970680e-03,1.804726880383635554e-03,1.818145108854235699e-03,1.831465031312886965e-03,1.844688777271994307e-03,1.857818400453762611e-03,1.870855882513645322e-03,1.883803136531851663e-03,1.896662010290334687e-03,1.909434289351143307e-03,1.922121699950666163e-03,1.934725911723045571e-03,1.947248540264930180e-03,1.959691149552713046e-03,1.972055254222499290e-03,1.984342321722211856e-03,1.996553774344490308e-03,2.008690991148355271e-03,2.020755309776989164e-03,2.032748028178413182e-03,2.044670406235332433e-03,2.056523667309931476e-03,2.068308999708994879e-03,2.080027558074304568e-03,2.091680464702934828e-03,2.103268810801705007e-03,2.114793657679762875e-03,2.126256037882993163e-03,2.137656956273671291e-03,2.148997391058571522e-03,2.160278294768495488e-03,2.171500595192000539e-03,2.182665196265919181e-03,2.193772978925092980e-03,2.204824801913568728e-03,2.215821502559387098e-03,2.226763897514927922e-03,2.237652783464673910e-03,2.248488937802126629e-03,2.259273119277496744e-03,2.270006068617703293e-03,2.280688509120114889e-03,2.291321147221372055e-03,2.301904673042564839e-03,2.312439760911952705e-03,2.322927069866348188e-03,2.333367244132220335e-03,2.343760913587502378e-03,2.354108694205060779e-03,2.364411188478685207e-03,2.374668985832450747e-03,2.384882663014231685e-03,2.395052784474109315e-03,2.405179902728383709e-03,2.415264558709842146e-03,2.425307282104925601e-03,2.435308591678375743e-03,2.445268995585934448e-03,2.455188991675626240e-03,2.465069067778124113e-03,2.474909701986688793e-03,2.484711362927125543e-03,2.494474510018193474e-03,2.504199593722879810e-03,2.513887055790925938e-03,2.523537329492967808e-03,2.533150839846659303e-03,2.542728003835086938e-03,2.552269230617823688e-03,2.561774921734895610e-03,2.571245471303967856e-03,2.580681266211015939e-03,2.590082686294749824e-03,2.599450104525024164e-03,2.608783887175496197e-03,2.618084393990732523e-03,2.627351978348001129e-03,2.636586987413935129e-03,2.645789762296282474e-03,2.654960638190922897e-03,2.664099944524319936e-03,2.673208005091601020e-03,2.682285138190410034e-03,2.691331656750702364e-03,2.700347868460619902e-03
1.558343129513081694e-03,1.573849413217998441e-03,1.589204405252090226e-03,1.604412449421489329e-03,1.619477685565526683e-03,1.634404062718484377e-03,1.649195351199093029e-03,1.663855153732653452e-03,1.678386915698738867e-03,1.692793934587059597e-03,1.707079368735018665e-03,1.721246245412539093e-03,1.735297468312788950e-03,1.749235824501312736e-03,1.763063990870666160e-03,1.776784540142898943e-03,1.790399946458004444e-03,1.803912590582713773e-03,1.817324764770691589e-03,1.830638677302231327e-03,1.843856456728905835e-03,1.856980155846283407e-03,1.870011755415698076e-03,1.882953167654180830e-03,1.895806239509967728e-03,1.908572755739465672e-03,1.921254441800187857e-03,1.933852966572940620e-03,1.946369944925417953e-03,1.958806940128349737e-03,1.971165466134439190e-03,1.983446989729499132e-03,1.995652932564434198e-03,2.007784673076034448e-03,2.019843548303939910e-03,2.031830855610540845e-03,2.043747854310084752e-03,2.055595767212777588e-03,2.067375782089240794e-03,2.079089053060285009e-03,2.090736701916605291e-03,2.102319819372670470e-03,2.113839466258767008e-03,2.125296674654897095e-03,2.136692448969943620e-03,2.148027766969316018e-03,2.159303580754035577e-03,2.170520817694042252e-03,2.181680381318314241e-03,2.192783152164216789e-03,2.203829988588332754e-03,2.214821727540901720e-03,2.225759185305830907e-03,2.236643158208140997e-03,2.247474423290574640e-03,2.258253738960995256e-03,2.268981845612107456e-03,2.279659466214929795e-03,2.290287306887359067e-03,2.300866057439103322e-03,2.311396391894167575e-03,2.321878968992007169e-03,2.332314432668417415e-03,2.342703412517131364e-03,2.353046524233089794e-03,2.363344370038238194e-03,2.373597539090704662e-03,2.383806607878135447e-03,2.393972140595933187e-03,2.404094689511103444e-03,2.414174795312365278e-03,2.424212987447165943e-03,2.434209784446181302e-03,2.444165694235875264e-03,2.454081214439642576e-03,2.463956832668048880e-03,2.473793026798639435e-03,2.483590265245777095e-03,2.493349007220930624e-03,2.503069702983840537e-03,2.512752794084930665e-03,2.522398713599346195e-03,2.532007886352973403e-03,2.541580729140757201e-03,2.551117650937658257e-03,2.560619053102528107e-03,2.570085329575207567e-03,2.579516867067108664e-03,2.588914045245559355e-03,2.598277236912130937e-03,2.607606808175218314e-03,2.616903118617072612e-03,2.626166521455518179e-03,2.635397363700546502e-03,2.644595986305999132e-03,2.653762724316515234e-03,2.662897907009922904e-03,2.672001858035252028e-03,2.681074895546532201e-03,2.690117332332525764e-03,2.699129475942544688e-03
