1.618538018839964189e-03,1.635579571115313748e-03,1.651685050045788219e-03,1.666934683104265985e-03,1.681406521167033447e-03,1.695164661606041526e-03,1.708270878764791417e-03,1.720771419117508123e-03,1.732718532839152637e-03,1.744146952439949846e-03,1.755094577271369173e-03,1.765591294415886367e-03,1.775667136328184723e-03,1.785349666263476125e-03,1.794665942249554398e-03,1.803635913474463219e-03,1.812285149734658984e-03,1.820629087324500753e-03,1.828686801221890423e-03,1.836476249584363240e-03,1.844010811479018623e-03,1.851306625772727085e-03,1.858373914233968447e-03,1.865228236468717462e-03,1.871877989304564574e-03,1.878335080835737917e-03,1.884609618605031546e-03,1.890708390484443450e-03,1.896642339281310978e-03,1.902417315899301072e-03,1.908042201997193262e-03,1.913524414820949506e-03,1.918869698515049318e-03,1.924084488589725920e-03,1.929174957663115121e-03,1.934146634823228576e-03,1.939003662031708007e-03,1.943750672977158540e-03,1.948392722245382170e-03,1.952934934911595109e-03,1.957380616142965091e-03
1.565315756318559279e-03,1.581202351415927475e-03,1.596190172684993410e-03,1.610356596032545221e-03,1.623777292628991210e-03,1.636514230433185491e-03,1.648627147357235954e-03,1.660160675167658478e-03,1.671165421170231133e-03,1.681674774598143195e-03,1.691725254977558641e-03,1.701345624136910714e-03,1.710564798497538411e-03,1.719409337712479811e-03,1.727905379813516641e-03,1.736071989663288441e-03,1.743933986450120835e-03,1.751506090365186150e-03,1.758806637887363935e-03,1.765852991177944888e-03,1.772657915506241095e-03,1.779237017768762075e-03,1.785599975291966238e-03,1.791761881879688420e-03,1.797730619465707884e-03,1.803517705962784899e-03,1.809132859885979015e-03,1.814582467602639249e-03,1.819877084911708433e-03,1.825022284188279175e-03,1.830026542356231328e-03,1.834897067348968246e-03,1.839639208240700843e-03,1.844259170729024237e-03,1.848762847623213260e-03,1.853155531244260815e-03,1.857441124849664067e-03,1.861624032023848942e-03,1.865709132028012338e-03,1.869701318804879719e-03,1.873603685749942668e-03
1.532677210739854688e-03,1.547768803283351875e-03,1.561985554689681015e-03,1.575403511570313631e-03,1.588097195694187103e-03,1.600127456474429452e-03,1.611553000897515513e-03,1.622417567305879920e-03,1.632770883289268301e-03,1.642645471661651228e-03,1.652077155785425635e-03,1.661093946903383599e-03,1.669724146863895212e-03,1.677993753839776211e-03,1.685928215686003512e-03,1.693546113121138525e-03,1.700871742016957927e-03,1.707919343355102180e-03,1.714706816090107253e-03,1.721251090829444691e-03,1.727564519751945051e-03,1.733662352128547204e-03,1.739553916029169638e-03,1.745253931928237266e-03,1.750769990316881995e-03,1.756113261247331178e-03,1.761293218077193603e-03,1.766315927582504369e-03,1.771191678525211362e-03,1.775925810538724059e-03,1.780526523197169773e-03,1.785000817983527395e-03,1.789353861097058278e-03,1.793591555503370061e-03,1.797719678500129051e-03,1.801743277857658504e-03,1.805666086606652013e-03,1.809492357101392512e-03,1.813226783170688271e-03,1.816874069831844740e-03,1.820437208845978542e-03
1.547254399062114160e-03,1.562585858396929725e-03,1.577036835966411955e-03,1.590683695521254376e-03,1.603601303592709854e-03,1.615850766909449846e-03,1.627491047929358840e-03,1.638566167958363951e-03,1.649126020699742158e-03,1.659203333680558815e-03,1.668834109908724599e-03,1.678046615308285755e-03,1.686869298296451037e-03,1.695328290128961506e-03,1.703449257719183776e-03,1.711250841359839101e-03,1.718757518555788164e-03,1.725983669831918609e-03,1.732947200737067900e-03,1.739665265298970774e-03,1.746150237040434722e-03,1.752417498658347724e-03,1.758476387220215664e-03,1.764341801235012799e-03,1.770021337750056750e-03,1.775526250908717341e-03,1.780866097647979419e-03,1.786046976532884838e-03,1.791079280170213093e-03,1.795968360710203677e-03,1.800722485963583870e-03,1.805348728137755841e-03,1.809852258657135889e-03,1.814239066131628862e-03,1.818514917912543525e-03,1.822684958651538990e-03,1.826752924871868390e-03,1.830723143878511348e-03,1.834600335792174481e-03,1.838389234962975460e-03,1.842092859706607588e-03
1.538387427536146244e-03,1.553344905818338862e-03,1.567429918941214096e-03,1.580718490625269632e-03,1.593285174336237994e-03,1.605190808343142685e-03,1.616494109173512465e-03,1.627238813359921116e-03,1.637474577299236934e-03,1.647233929879577752e-03,1.656552651512454601e-03,1.665458877610279456e-03,1.673980821610576274e-03,1.682144475686195295e-03,1.689975321580057532e-03,1.697491819327985423e-03,1.704718386949343259e-03,1.711669179585771031e-03,1.718362021812438762e-03,1.724813946591809231e-03,1.731037178286167887e-03,1.737047015947140120e-03,1.742852715573839362e-03,1.748468986732700740e-03,1.753903414434183385e-03,1.759167085227103001e-03,1.764269511060860031e-03,1.769216644641898994e-03,1.774018854765784230e-03,1.778681354830032816e-03,1.783212381381034124e-03,1.787618881352485284e-03,1.791906013182204688e-03,1.796079632350379863e-03,1.800145433856688380e-03,1.804108513363502763e-03,1.807972512394712735e-03,1.811741684691874771e-03,1.815420693548573921e-03,1.819014229733434407e-03,1.822525282832676737e-03
1.510080660537034807e-03,1.524550770601343103e-03,1.538165274109622562e-03,1.550999084324197318e-03,1.563125603869524975e-03,1.574604635332017312e-03,1.585494024706309707e-03,1.595836727745628299e-03,1.605681689437894657e-03,1.615060765781392267e-03,1.624009192772430657e-03,1.632554525545088387e-03,1.640724523985780635e-03,1.648544734522242126e-03,1.656040111360544166e-03,1.663228860140576922e-03,1.670134912789256708e-03,1.676772140769382680e-03,1.683158093079449667e-03,1.689309428996344040e-03,1.695238143013927910e-03,1.700959301331930913e-03,1.706481901134504833e-03,1.711820400308178714e-03,1.716982207322366449e-03,1.721978254549443466e-03,1.726817799138390726e-03,1.731506645285373156e-03,1.736055009069587332e-03,1.740467942267854336e-03,1.744753596448661657e-03,1.748918681929638539e-03,1.752968271927544432e-03,1.756908111124693816e-03,1.760743726934152573e-03,1.764480151191302228e-03,1.768120892083352262e-03,1.771670079318556860e-03,1.775132306388476234e-03,1.778512177283908362e-03,1.781812544061675725e-03
1.484244016298047562e-03,1.498259595942515437e-03,1.511436546833390751e-03,1.523848361255731232e-03,1.535567115929203138e-03,1.546651555955122666e-03,1.557158573599776510e-03,1.567130239491835563e-03,1.576614798068248042e-03,1.585643494326666918e-03,1.594250945810906121e-03,1.602464183816714729e-03,1.610310402115309580e-03,1.617814766210076260e-03,1.625001763179518329e-03,1.631889159459318662e-03,1.638500588850624710e-03,1.644849605914806921e-03,1.650953363946523669e-03,1.656828289420635841e-03,1.662486126089151618e-03,1.667941681950637928e-03,1.673203714055689420e-03,1.678286455183886864e-03,1.683197185878477099e-03,1.687946595953410817e-03,1.692543737224644091e-03,1.696994332550794474e-03,1.701308348435543773e-03,1.705490761351236007e-03,1.709549525139129108e-03,1.713491261985257853e-03,1.717320887514099583e-03,1.721044008892892632e-03,1.724666062206341340e-03,1.728192005207873118e-03,1.731625230629184244e-03,1.734969747181212135e-03,1.738230065419172580e-03,1.741410707660543972e-03,1.744514419799147661e-03
1.526583386424125964e-03,1.541581375787155934e-03,1.555709340384468396e-03,1.569042746282955881e-03,1.581655450771245371e-03,1.593607706430199633e-03,1.604957878456677797e-03,1.615749335920153330e-03,1.626031479251500685e-03,1.635836774780025614e-03,1.645200769173868569e-03,1.654151385732207866e-03,1.662716730013721845e-03,1.670922768651784615e-03,1.678794688066129193e-03,1.686351020896660700e-03,1.693615926402040027e-03,1.700603688319307118e-03,1.707332011186617812e-03,1.713817783421523692e-03,1.720073345323509719e-03,1.726113897907285890e-03,1.731948710164768219e-03,1.737592393741600131e-03,1.743052673133229421e-03,1.748340597610472096e-03,1.753465580189189285e-03,1.758433725753093691e-03,1.763255256739382822e-03,1.767935513404465635e-03,1.772482742568180693e-03,1.776903821342561921e-03,1.781203950228650405e-03,1.785388993476554227e-03,1.789464611095722361e-03,1.793436003458439079e-03,1.797306781489386909e-03,1.801081186710007647e-03,1.804763923436006508e-03,1.808359706515255422e-03,1.811871481967031444e-03
1.508013675704582019e-03,1.522653571798130660e-03,1.536430714414591158e-03,1.549420145945075390e-03,1.561695208878770931e-03,1.573315809156361966e-03,1.584339999620127705e-03,1.594810833729967551e-03,1.604777457486999829e-03,1.614272108371902527e-03,1.623330114239314491e-03,1.631979184303933858e-03,1.640247298188265805e-03,1.648160222176406689e-03,1.655742932575398826e-03,1.663013972554105036e-03,1.669997197883989464e-03,1.676706862353995534e-03,1.683160535342648201e-03,1.689374970113018560e-03,1.695362451983296447e-03,1.701138043329469829e-03,1.706710928592398025e-03,1.712095637748600307e-03,1.717299804906970758e-03,1.722334429850294526e-03,1.727208779074831165e-03,1.731928964822695895e-03,1.736505097533572965e-03,1.740942435172686611e-03,1.745249196291728463e-03,1.749432172051215706e-03,1.753496499497445796e-03,1.757448014704932147e-03,1.761292327555031949e-03,1.765034554295171788e-03,1.768678288747862083e-03,1.772227730697095629e-03,1.775687507573552818e-03,1.779062320812248386e-03,1.782355053778921210e-03
1.522674443232155525e-03,1.537871140429109213e-03,1.552192400556009350e-03,1.565713883094629151e-03,1.578509471585609831e-03,1.590639471348570446e-03,1.602162376399447058e-03,1.613121615113920215e-03,1.623566628532307045e-03,1.633530010163837445e-03,1.643047362729719218e-03,1.652146712659361815e-03,1.660856329283266070e-03,1.669202208967753964e-03,1.677209684550027592e-03,1.684897464100245951e-03,1.692289624642773303e-03,1.699400716029227446e-03,1.706248392307073165e-03,1.712849688346349767e-03,1.719217119450180530e-03,1.725365870195333731e-03,1.731305349583591065e-03,1.737050223364561188e-03,1.742608333903643107e-03,1.747990810826817194e-03,1.753207078115433075e-03,1.758263386571515176e-03,1.763170011983386607e-03,1.767932342565874809e-03,1.772558718024860955e-03,1.777056082884203355e-03,1.781429668365733156e-03,1.785685478368495387e-03,1.789829200895038178e-03,1.793866071965600009e-03,1.797799768912334943e-03,1.801634606782692542e-03,1.805375325170843065e-03,1.809026682045643958e-03,1.812591715813577364e-03
