2.190106710995334913e-03,2.226186820183313417e-03,2.261430708358372430e-03,2.295885271686612123e-03,2.329594841039514443e-03,2.362600540558682308e-03,2.394939392883537344e-03,2.426647777987832669e-03,2.457756416321447545e-03,2.488295160989637596e-03,2.518290311722426369e-03,2.547766926127673602e-03,2.576748498374100034e-03,2.605257012188387598e-03,2.633312481160765377e-03,2.660933783587981702e-03,2.688139615371944787e-03,2.714944889338496894e-03,2.741366799948623690e-03,2.767418971961258661e-03,2.793116471985598610e-03,2.818471094617781402e-03,2.843495824279898380e-03,2.868202046599323610e-03,2.892601090362280445e-03,2.916702311261737922e-03,2.940516532000227081e-03,2.964052493770663686e-03,2.987319256213872166e-03,3.010325268713314947e-03,3.033078536251004355e-03,3.055586759451242671e-03,3.077857224961901353e-03,3.099896766602427793e-03,3.121712131391431166e-03,3.143309603534941155e-03,3.164694880224903830e-03,3.185874685540565285e-03,3.206853612155496393e-03,3.227637504904422739e-03,3.248232044931952459e-03,3.268641000175827316e-03,3.288870203217048819e-03,3.308923042475278575e-03,3.328804663445278193e-03,3.348519089738702034e-03,3.368069895733349917e-03,3.387461700440858991e-03,3.406697842065483945e-03,3.425782293318944266e-03,3.444718821483650027e-03
2.184921559070165421e-03,2.220797898517157861e-03,2.255842385857899108e-03,2.290101763176859498e-03,2.323620212088934288e-03,2.356438712165512088e-03,2.388594162403379333e-03,2.420122815016751382e-03,2.451055274199359559e-03,2.481421275851652432e-03,2.511247015132518374e-03,2.540557435992116253e-03,2.569375942807687867e-03,2.597724421780352871e-03,2.625622797564756625e-03,2.653089860405624320e-03,2.680144231266475777e-03,2.706800733940513490e-03,2.733076494195292843e-03,2.758985054396356600e-03,2.784541423141338561e-03,2.809757318960658199e-03,2.834645666577627517e-03,2.859217789209034764e-03,2.883484951532527211e-03,2.907456459748859745e-03,2.931143078355671547e-03,2.954553495609072832e-03,2.977696721809974367e-03,3.000581154447645206e-03,3.023214760803502859e-03,3.045605183899792370e-03,3.067759673444095392e-03,3.089685017588571659e-03,3.111387924638293629e-03,3.132874637333349192e-03,3.154150819612737151e-03,3.175223145153054528e-03,3.196096189925300146e-03,3.216775756386489743e-03,3.237267490501739755e-03,3.257575130240973355e-03,3.277704469698156011e-03,3.297658875665954430e-03,3.317443455909181282e-03,3.337062210051717787e-03,3.356518676802060751e-03,3.375817456605937662e-03,3.394961856113479746e-03,3.413955825898684279e-03,3.432803104940031821e-03
2.183945631054231944e-03,2.219759953255133218e-03,2.254743775777009063e-03,2.288943797476382554e-03,2.322404121473876232e-03,2.355165680968652770e-03,2.387265316063840424e-03,2.418739226651983251e-03,2.449617979287013747e-03,2.479931262074199470e-03,2.509705220412530337e-03,2.538964776256028965e-03,2.567733289521436334e-03,2.596032626634112075e-03,2.623882673306745551e-03,2.651302206885365088e-03,2.678309814238807700e-03,2.704920303642090185e-03,2.731150778085829171e-03,2.757014749742754765e-03,2.782527217990013978e-03,2.807699875802315091e-03,2.832545641031161861e-03,2.857075814623871550e-03,2.881301639836234951e-03,2.905232419073386016e-03,2.928878894861992876e-03,2.952249748062815357e-03,2.975353967799945678e-03,2.998199944668888690e-03,3.020795629666613719e-03,3.043148659503158975e-03,3.065266262865828581e-03,3.087155224185078334e-03,3.108822239602700328e-03,3.130273536206751132e-03,3.151514771924649860e-03,3.172552610519900184e-03,3.193391619775007642e-03,3.214037587297182124e-03,3.234496154556931822e-03,3.254771052157910422e-03,3.274868063214882337e-03,3.294790544180157231e-03,3.314543600420819490e-03,3.334131214677822554e-03,3.353556927994025098e-03,3.372825323726600950e-03,3.391939707729368664e-03,3.410904022581521915e-03,3.429722002284275265e-03
2.180359952276033839e-03,2.216102028115146238e-03,2.251015893262277821e-03,2.285148141222375241e-03,2.318542771718345736e-03,2.351240613110925411e-03,2.383278417379211013e-03,2.414692294624488835e-03,2.445512746303226629e-03,2.475769381732623869e-03,2.505488277459878149e-03,2.534694295670957866e-03,2.563410726155293789e-03,2.591659383823006427e-03,2.619460103471170104e-03,2.646831604114728825e-03,2.673792433212458450e-03,2.700357341740121896e-03,2.726543399315296649e-03,2.752364064110392975e-03,2.777834308839119502e-03,2.802965782635499954e-03,2.827771365241770612e-03,2.852262324009719602e-03,2.876449872632218761e-03,2.900343285856431079e-03,2.923953275062873489e-03,2.947288486922116507e-03,2.970357896483156665e-03,2.993169860767657623e-03,3.015732310508593798e-03,3.038052856275746342e-03,3.060138711978046839e-03,3.081996627394273294e-03,3.103633288783687674e-03,3.125054898175863051e-03,3.146267099449592992e-03,3.167276533095863579e-03,3.188087750659904501e-03,3.208706525840654411e-03,3.229138487980970189e-03,3.249387344404612316e-03,3.269458864684958443e-03,3.289356392477510785e-03,3.309085015529791233e-03,3.328648707729358648e-03,3.348050994693729278e-03,3.367296449535444550e-03,3.386388364756418804e-03,3.405330670814426391e-03,3.424127092789405833e-03
2.193042268360100282e-03,2.228947539550863843e-03,2.264020870385285815e-03,2.298309053027833976e-03,2.331856273248380726e-03,2.364703529795911686e-03,2.396887740850611216e-03,2.428445145053729007e-03,2.459406379088129729e-03,2.489801175774656369e-03,2.519655709298356146e-03,2.548994959106403845e-03,2.577842306552320314e-03,2.606219643710166230e-03,2.634146893444671081e-03,2.661642852327186348e-03,2.688726133979107979e-03,2.715411557542515668e-03,2.741716248745339809e-03,2.767653721296712589e-03,2.793239007714139535e-03,2.818483805019771863e-03,2.843401042175218354e-03,2.868002030335850289e-03,2.892298033826406697e-03,2.916298359652192036e-03,2.940013766051714685e-03,2.963452930243357705e-03,2.986624879344529707e-03,3.009537987039167042e-03,3.032200227805272562e-03,3.054619240064248165e-03,3.076802272428248806e-03,3.098756097516757943e-03,3.120487445634208701e-03,3.142002526299624184e-03,3.163307023180668073e-03,3.184407593583126871e-03,3.205308817080199536e-03,3.226016485638230104e-03,3.246536257065388894e-03,3.266871847760239797e-03,3.287029059588378842e-03,3.307011256385855146e-03,3.326823532769367271e-03,3.346469891653996217e-03,3.365953874280924654e-03,3.385280070176462357e-03,3.404451794306451520e-03,3.423472988703372966e-03,3.442347398510791322e-03
2.190957844012232387e-03,2.226788634698898851e-03,2.261787575669987720e-03,2.296001509420128248e-03,2.329474640717897355e-03,2.362247991479134081e-03,2.394358500420547958e-03,2.425842431611451109e-03,2.456730445036608111e-03,2.487052280145443314e-03,2.516834115566613482e-03,2.546100954933044457e-03,2.574876195061430798e-03,2.603181741529267661e-03,2.631037514252005261e-03,2.658462335764379299e-03,2.685474809986874208e-03,2.712089778803601463e-03,2.738324367794313981e-03,2.764192091709764734e-03,2.789707997228300582e-03,2.814883775298191761e-03,2.839732361639165422e-03,2.864265073164950614e-03,2.888493177722495798e-03,2.912425973474892446e-03,2.936074229871919131e-03,2.959446619223792159e-03,2.982552175579525604e-03,3.005399267749570957e-03,3.027995866702631444e-03,3.050349617402745624e-03,3.072467762926076647e-03,3.094357078128511743e-03,3.116024294184003771e-03,3.137475616154929408e-03,3.158716727040486623e-03,3.179754289481858537e-03,3.200592870054592108e-03,3.221238264581466511e-03,3.241696133772268944e-03,3.261970183511253823e-03,3.282066212665791377e-03,3.301987593796034196e-03,3.321739401096805711e-03,3.341325651271397079e-03,3.360749876113051145e-03,3.380016657921715382e-03,3.399129311809133934e-03,3.418091778755932841e-03,3.436907799865702214e-03
2.206608176397372931e-03,2.242692592486718664e-03,2.277939344827460948e-03,2.312395591414159041e-03,2.346105818712754948e-03,2.379111322989291288e-03,2.411449269089893568e-03,2.443156143316621738e-03,2.474262798225640610e-03,2.504799168924047321e-03,2.534791583045059929e-03,2.564265214796199958e-03,2.593243607337927196e-03,2.621748792685455170e-03,2.649800826891448007e-03,2.677418644434064691e-03,2.704620970890357721e-03,2.731422746864029666e-03,2.757841194609278804e-03,2.783889921809952917e-03,2.809584061849257873e-03,2.834935393622426119e-03,2.859956923748908399e-03,2.884660044993112796e-03,2.909056097844287501e-03,2.933154450387154971e-03,2.956965937970817103e-03,2.980499286593849950e-03,3.003763594172959538e-03,3.026767291121837660e-03,3.049518387711113842e-03,3.072024599375024027e-03,3.094293208979619764e-03,3.116331037484708875e-03,3.138144866738790811e-03,3.159740941678196649e-03,3.181124990063900673e-03,3.202303711579328107e-03,3.223281715617246600e-03,3.244064829453514615e-03,3.264658748635107608e-03,3.285067219758036009e-03,3.305296071557404201e-03,3.325348711381229203e-03,3.345230242360491737e-03,3.364944715643677919e-03,3.384495687338020652e-03,3.403887779608684439e-03,3.423124322491950290e-03,3.442209288205759065e-03,3.461146444783624876e-03
2.194662727060512058e-03,2.230548061973938734e-03,2.265600597459956501e-03,2.299867203138904713e-03,2.333392099240192124e-03,2.366216351785055492e-03,2.398376907883921494e-03,2.429910052977199853e-03,2.460846459994207695e-03,2.491215900824834181e-03,2.521044542703549697e-03,2.550357417558926296e-03,2.579177931313711251e-03,2.607528001185699124e-03,2.635427561697580457e-03,2.662895438796865355e-03,2.689950265560475933e-03,2.716606885299857176e-03,2.742882438701050619e-03,2.768790440311907734e-03,2.794345955043598187e-03,2.819560688038976956e-03,2.844447568532952001e-03,2.869017933577698836e-03,2.893283052203818057e-03,2.917252240938091913e-03,2.940936279633744443e-03,2.964343836355491733e-03,2.987483962537827199e-03,3.010365045612137854e-03,3.032995044888691857e-03,3.055381635118594244e-03,3.077532067152275938e-03,3.099453112132959012e-03,3.121151515646734907e-03,3.142633494678991057e-03,3.163904738670032194e-03,3.184971917957421430e-03,3.205839603002073011e-03,3.226513601379793483e-03,3.246999569973821591e-03,3.267301240730760212e-03,3.287424400437040459e-03,3.307372441835537170e-03,3.327150437944299387e-03,3.346762416147564412e-03,3.366211909634980216e-03,3.385503518182841898e-03,3.404640549244589490e-03,3.423626956910609271e-03,3.442466493216392136e-03
2.199619578948575158e-03,2.235544783725299835e-03,2.270635984524918636e-03,2.304940143272643429e-03,2.338501558508366066e-03,2.371361349837472574e-03,2.403556556087925542e-03,2.435123499912346737e-03,2.466092920608366039e-03,2.496494624283311387e-03,2.526354824304139889e-03,2.555698587636304545e-03,2.584549366728626854e-03,2.612929103990972463e-03,2.640857768126387076e-03,2.668354210885075413e-03,2.695437100284813186e-03,2.722121299142649976e-03,2.748423979293956963e-03,2.774358670699892965e-03,2.799940462417327414e-03,2.825181084603727195e-03,2.850093478649238458e-03,2.874689000975302455e-03,2.898978934711474425e-03,2.922972614441229910e-03,2.946680838149176498e-03,2.970112287446549648e-03,2.993276011864753113e-03,3.016180433661189240e-03,3.038833511389876091e-03,3.061242928199240602e-03,3.083415954557780850e-03,3.105359369946146877e-03,3.127079927867064055e-03,3.148583854575109833e-03,3.169876853364362538e-03,3.190965595230531564e-03,3.211854666503448884e-03,3.232549879808769167e-03,3.253056894438568179e-03,3.273379456203721373e-03,3.293523351155530892e-03,3.313491983486749944e-03,3.333290435166873494e-03,3.352922731992996098e-03,3.372392409615395954e-03,3.391704085597503637e-03,3.410861058169936157e-03,3.429867294744102894e-03,3.448726547596764856e-03
2.199236691915252336e-03,2.235094377676600033e-03,2.270120028556759859e-03,2.304360518526947163e-03,2.337860084957188184e-03,2.370659754442758487e-03,2.402796508935691779e-03,2.434306597797529590e-03,2.465220695625209516e-03,2.495568545898656666e-03,2.525376317598477648e-03,2.554669004733891094e-03,2.583470015051125748e-03,2.611801232937695141e-03,2.639682587065080976e-03,2.667132867510618038e-03,2.694170706599814322e-03,2.720810919880366479e-03,2.747070635806614716e-03,2.772963348304221219e-03,2.798504104608248114e-03,2.823704597702869201e-03,2.848577735930078302e-03,2.873134846045006466e-03,2.897387166512717209e-03,2.921344009711405922e-03,2.945016145415788739e-03,2.968412221825765789e-03,2.991541260026311586e-03,3.014411662005915624e-03,3.037031348037464232e-03,3.059407992552460893e-03,3.081548834967909843e-03,3.103460636717898184e-03,3.125150123920279136e-03,3.146623516739390728e-03,3.167886487164141892e-03,3.188945695674560814e-03,3.209805703193915026e-03,3.230472308822988307e-03,3.250951152923168674e-03,3.271245976106497595e-03,3.291362533568413344e-03,3.311304228558118769e-03,3.331076120393502548e-03,3.350682229259403355e-03,3.370126071176393536e-03,3.389412253109189057e-03,3.408544066725221165e-03,3.427525467069481892e-03,3.446360199092172744e-03
