1.564637478491477359e-03,1.641005631620496424e-03,1.713974482575572438e-03,1.783961202165063476e-03,1.851304030876677964e-03,1.916281727369504619e-03,1.979127257798312875e-03,2.040037682610369024e-03,2.099181457230484688e-03,2.156703928287403808e-03,2.212731542279889295e-03,2.267375117202787265e-03,2.320732420168333116e-03,2.372890222899151288e-03,2.423925958819782636e-03,2.473909072247890226e-03,2.522902126849243826e-03,2.570961723863359090e-03,2.618139268541776719e-03,2.664481614384022184e-03,2.710031608173694897e-03
1.561150771047259325e-03,1.637348742002019998e-03,1.710154985938333767e-03,1.779985744022655973e-03,1.847178502992613807e-03,1.912011400309155751e-03,1.974716882974955796e-03,2.035491572299052282e-03,2.094503548312729585e-03,2.151897833747866157e-03,2.207800593324248887e-03,2.262322398084996595e-03,2.315560797273782077e-03,2.367602369247281090e-03,2.418524374873961321e-03,2.468396103718693661e-03,2.517279980027604513e-03,2.565232478907501085e-03,2.612304891056184755e-03,2.658543965562768386e-03,2.703992453729180644e-03
1.557638668554436499e-03,1.633665217831866984e-03,1.706307670419155310e-03,1.775981331069910029e-03,1.843022927281821139e-03,1.907709970793269394e-03,1.970274385673645521e-03,2.030912350895346368e-03,2.089791568361990415e-03,2.147056734549525423e-03,2.202833730346454282e-03,2.257232878045523951e-03,2.310351507435022805e-03,2.362276002097317504e-03,2.413083449088011031e-03,2.462842982092055925e-03,2.511616884920488384e-03,2.559461505628733181e-03,2.606428019526513696e-03,2.652563070532067309e-03,2.697909313770222115e-03
1.554100986106638719e-03,1.629954865178600502e-03,1.702432333463257475e-03,1.771947752481126299e-03,1.838837084960132529e-03,1.903377212358716916e-03,1.965799532004269042e-03,2.026299777310841196e-03,2.085045269300340055e-03,2.142180375816539386e-03,2.197830691849409369e-03,2.252106289129582068e-03,2.305104276391585928e-03,2.356910841024865890e-03,2.407602895006214546e-03,2.457249415005335544e-03,2.505912543375332906e-03,2.553648500194886321e-03,2.600508344545226190e-03,2.646538614407716473e-03,2.691781868029592076e-03
1.550537537451969483e-03,1.626217488699583302e-03,1.698528771041909937e-03,1.767884795896469989e-03,1.834620755651332220e-03,1.899012896894443532e-03,1.961292086374741891e-03,2.021653608702773941e-03,2.080264401244637847e-03,2.137268500818386655e-03,2.192791214433156052e-03,2.246942361432530642e-03,2.299818827887266035e-03,2.351506603564939950e-03,2.402082424088374923e-03,2.451615107968427038e-03,2.500166655069979010e-03,2.547793156562865122e-03,2.594545554453289455e-03,2.640470280014166598e-03,2.685609793909541666e-03
1.546948134983227967e-03,1.622452891630723386e-03,1.694596777641721019e-03,1.763792247410820701e-03,1.830373717375586174e-03,1.894616794629492207e-03,1.956751811478640423e-03,2.016973600461281855e-03,2.075448712493410761e-03,2.132320850956385700e-03,2.187715032781046339e-03,2.241740823085707109e-03,2.294494883655614180e-03,2.346063005197132015e-03,2.396521745694666153e-03,2.445939764348299770e-03,2.494378917496904192e-03,2.541895166462581745e-03,2.588539335323812064e-03,2.634357747867865657e-03,2.679392766464868195e-03
1.543332589728057310e-03,1.618660875776140907e-03,1.690636146253845541e-03,1.759669891562541406e-03,1.826095746537786902e-03,1.890188674120937785e-03,1.952178468282738701e-03,2.012259506196556642e-03,2.070597949513637830e-03,2.127337165750119771e-03,2.182601879645810344e-03,2.236501400242149433e-03,2.289132163405329778e-03,2.340579759330674043e-03,2.390920567070371934e-03,2.440223085353422725e-03,2.488549025947339819e-03,2.535954219380768745e-03,2.582489370945559738e-03,2.628200696160486270e-03,2.673130458385848500e-03
1.539690711339024385e-03,1.614841241497763516e-03,1.686646668363117867e-03,1.755517511322166307e-03,1.821786617915813937e-03,1.885728302241737857e-03,1.947571816014463187e-03,2.007511077725908626e-03,2.065711856927438753e-03,2.122317182823758603e-03,2.177451485835526709e-03,2.231223817062221327e-03,2.283730384805543207e-03,2.335056577289390187e-03,2.385278593330517321e-03,2.434464770018078279e-03,2.482676673495271338e-03,2.529970002544677018e-03,2.576395342806355338e-03,2.621998800742030358e-03,2.666822539981056079e-03
1.536022308083626053e-03,1.610993787704845378e-03,1.682628133937103627e-03,1.751334888081007395e-03,1.817446104648709959e-03,1.881235444168492333e-03,1.942931612149248997e-03,2.002728065060739408e-03,2.060790177498667518e-03,2.117260637892284716e-03,2.172263580199488512e-03,2.225907795699128607e-03,2.278289263470994769e-03,2.329493168296542255e-03,2.379595527444384583e-03,2.428664515186560596e-03,2.476761550981327036e-03,2.523942200905655332e-03,2.570256930076356573e-03,2.615751735103810215e-03,2.660468679160055052e-03
1.532327186834221483e-03,1.607118311843408563e-03,1.678580331415072515e-03,1.747121801639674697e-03,1.813073978224769315e-03,1.876709863369114108e-03,1.938257612397807032e-03,1.997910216393412614e-03,2.055832652119404108e-03,2.112167264747616922e-03,2.167037889613967691e-03,2.220553056284331472e-03,2.272808512947100887e-03,2.323889239459561544e-03,2.373871070219920210e-03,2.422822015497258247e-03,2.470803346996544494e-03,2.517870497122608880e-03,2.564073809591210090e-03,2.609459170361304661e-03,2.654068541415958819e-03
