3.041233615464415067e-03,3.278615256718173110e-03,3.490582715446831439e-03,3.682784840697040773e-03,3.859237924566955719e-03,4.022645279999875756e-03,4.175175403694497689e-03,4.318450677573124064e-03,4.453690825291043570e-03,4.581967230799410123e-03,4.704082252003787684e-03
3.010733251905798550e-03,3.245120263122597271e-03,3.454529563462876637e-03,3.644522387153255934e-03,3.819045501105745519e-03,3.980755897458105111e-03,4.131780503155527487e-03,4.273711868255434913e-03,4.407748423828174340e-03,4.534939621400027772e-03,4.656075110292963969e-03
2.974063718741499791e-03,3.207005454267802379e-03,3.415147887846092974e-03,3.604005141876902990e-03,3.777488486369423321e-03,3.938233912759298884e-03,4.088348205280968768e-03,4.229415662774117964e-03,4.362623606651310285e-03,4.489015873147637371e-03,4.609375726479759787e-03
3.005784629769796702e-03,3.239662828347778314e-03,3.448551372679636070e-03,3.638033893707530875e-03,3.812059312807340814e-03,3.973290196115088560e-03,4.123849995143622632e-03,4.265333985343597138e-03,4.398936135604799083e-03,4.525705642662357017e-03,4.646430804841688092e-03
3.007690083644646694e-03,3.240648641234032505e-03,3.448703630762118763e-03,3.637434640846056930e-03,3.810783360129615244e-03,3.971408568721146622e-03,4.121424223669369752e-03,4.262418714085148240e-03,4.395581212924591120e-03,4.521957132521194599e-03,4.642326494863804887e-03
2.971841354033030562e-03,3.201139425177225873e-03,3.405896869064683335e-03,3.591622620470261151e-03,3.762206699462570473e-03,3.920272349867119470e-03,4.067905080789860177e-03,4.206672256442887600e-03,4.337742912805095732e-03,4.462148976178980514e-03,4.580655213545984164e-03
3.091902112713823189e-03,3.328807524257364116e-03,3.540233132874059246e-03,3.731907943024588992e-03,3.907867275660192354e-03,4.070841185510563030e-03,4.222992756996773490e-03,4.365945575440117847e-03,4.500917987712549015e-03,4.628978061250740329e-03,4.750919997157753219e-03
3.080143503306759581e-03,3.316709929944385970e-03,3.527827150027806891e-03,3.719211120543461108e-03,3.894888363095969953e-03,4.057585553034159971e-03,4.209458714082813836e-03,4.352131961724776607e-03,4.486822626360027766e-03,4.614598291893880731e-03,4.736251217877321569e-03
3.035253007783556695e-03,3.266866851764905783e-03,3.473576264560050437e-03,3.660993780554644330e-03,3.833071459295323523e-03,3.992483118392124893e-03,4.141339861759195211e-03,4.281230540806060976e-03,4.413346928765609842e-03,4.538734039540260820e-03,4.658159401067073040e-03
3.012395236471906903e-03,3.241768668427087892e-03,3.446430463041497399e-03,3.631966808257265297e-03,3.802307652205294541e-03,3.960108610319323236e-03,4.107470441276067988e-03,4.245965765985060952e-03,4.376777817308271507e-03,4.500944241459138920e-03,4.619220070529526934e-03
3.062154804276937241e-03,3.294129898098757496e-03,3.501079505986423156e-03,3.688655052824043202e-03,3.860830427435459414e-03,4.020296412248810201e-03,4.169177959138015144e-03,4.309072210913289167e-03,4.441175181369743340e-03,4.566540376405021744e-03,4.685933119844357293e-03
3.031176360791382456e-03,3.260902614202543844e-03,3.465860329513373479e-03,3.651641373272806936e-03,3.822176919045032831e-03,3.980128176251976867e-03,4.127599568154048139e-03,4.266174890994320172e-03,4.397035724761183019e-03,4.521224121535486438e-03,4.639499294446526242e-03
3.010453266797582465e-03,3.238645997481122939e-03,3.442184907227808979e-03,3.626640887112351011e-03,3.795923671964886170e-03,3.952687966397552127e-03,4.099027391101977072e-03,4.236518016941692721e-03,4.366338083757396842e-03,4.489524027736517021e-03,4.606833697260600234e-03
3.012959616333162841e-03,3.238480521847633860e-03,3.439540841623120633e-03,3.621692498304126401e-03,3.788825654587491855e-03,3.943582537222141068e-03,4.088038968540231959e-03,4.223762302521551909e-03,4.351917885400224777e-03,4.473532896962878654e-03,4.589357201205834617e-03
2.879182039992195848e-03,3.094310488690914848e-03,3.286190742592489267e-03,3.460112428800727561e-03,3.619782845185730204e-03,3.767712210896442121e-03,3.905872110108374578e-03,4.035751415479392826e-03,4.158456374101272141e-03,4.274960549762317659e-03,4.385973838124317820e-03
2.843328214224668388e-03,3.055162516562463099e-03,3.243994044987997313e-03,3.415071584061253347e-03,3.572073909186904844e-03,3.717480407429492924e-03,3.853248922071714211e-03,3.980849677863039851e-03,4.101377686378211013e-03,4.215799009768940106e-03,4.324813341442014687e-03
2.796161846758949115e-03,3.004237224896316727e-03,3.189732311025282596e-03,3.357795963625676439e-03,3.512038310100146828e-03,3.654891100323483417e-03,3.788276984936524410e-03,3.913637365466970247e-03,4.032048344536388017e-03,4.144455456589774683e-03,4.251545689113013851e-03
2.656499937032953066e-03,2.856742585421400381e-03,3.035409302137157938e-03,3.197401632947194979e-03,3.346163704323233071e-03,3.484011085574267256e-03,3.612780686520455833e-03,3.733848551777209975e-03,3.848245394812924245e-03,3.956872151302946033e-03,4.060389719693342434e-03
2.591443837952001322e-03,2.785213371986183101e-03,2.957921148773108924e-03,3.114415134168825074e-03,3.258082328923938686e-03,3.391197917033293360e-03,3.515563525444807217e-03,3.632522716674091174e-03,3.743077576203127782e-03,3.848105712300801777e-03,3.948246293312787127e-03
2.776324759640786625e-03,2.982903834670275894e-03,3.166856117514185026e-03,3.333379594269646109e-03,3.486102139403678742e-03,3.627472452900268578e-03,3.759419308342212395e-03,3.883386558516014643e-03,4.000451813633606156e-03,4.111556838418882649e-03,4.217389209495847960e-03
2.838906962610325199e-03,3.050087333063286089e-03,3.238119703876169396e-03,3.408317261060829322e-03,3.564383699906720215e-03,3.708825999495000882e-03,3.843613601653315340e-03,3.970222049188868070e-03,4.089757916886623337e-03,4.203180717402450750e-03,4.311197780516934190e-03
2.736719089080870155e-03,2.939962690830138711e-03,3.121039891153100463e-03,3.285056687609544130e-03,3.435567468816537288e-03,3.574971307524143875e-03,3.705153175299762212e-03,3.827522380737193811e-03,3.943135133828173759e-03,4.052909113202539729e-03,4.157518125365263113e-03
2.794653403392303309e-03,3.002303068488717305e-03,3.187181957302628096e-03,3.354506987073672085e-03,3.507913904351879063e-03,3.649873677644501803e-03,3.782319571335551918e-03,3.906700114632748536e-03,4.024108729206894719e-03,4.135485804803756132e-03,4.241529974742030973e-03
2.580873485236984295e-03,2.772060337404092748e-03,2.942643079406368194e-03,3.097387959304860865e-03,3.239606885694085257e-03,3.371528291836009723e-03,3.494909193140705288e-03,3.611050359163522905e-03,3.720931623063921008e-03,3.825399171425315509e-03,3.925077184496734636e-03
2.656163933020097827e-03,2.853208058060435239e-03,3.028799149048652314e-03,3.187885000967287559e-03,3.333902261964553047e-03,3.469175877774437027e-03,3.595538545072161137e-03,3.714347358745850522e-03,3.826630531740843767e-03,3.933270754802299651e-03,4.034927807184385956e-03
2.656115769292367347e-03,2.850448952480600685e-03,3.023629466852241661e-03,3.180555084017839401e-03,3.324619925974582613e-03,3.458123237900273279e-03,3.582870631966480601e-03,3.700203737854974601e-03,3.811135348791885782e-03,3.916532298305032932e-03,4.017045682285382176e-03
2.548951324361298926e-03,2.737521296735563776e-03,2.905711279048634084e-03,3.058215728363177476e-03,3.198291368974226848e-03,3.328145380434585979e-03,3.449517821289583251e-03,3.563696686296106194e-03,3.671659386539532447e-03,3.774242841976850789e-03,3.872073627833576542e-03
2.474002150316656143e-03,2.659314723101834348e-03,2.824822000351938367e-03,2.975039532510897859e-03,3.113111727827480146e-03,3.241169686436817451e-03,3.360897130588834728e-03,3.473540940121811783e-03,3.580056262742210230e-03,3.681255267814688859e-03,3.777751089605325963e-03
2.464646992619314025e-03,2.646967152779260667e-03,2.809777672693834945e-03,2.957564458545368976e-03,3.093439588821165782e-03,3.219513849034330057e-03,3.337442419812053536e-03,3.448451320388084499e-03,3.553481634975771443e-03,3.653324270421384398e-03,3.748581011302323622e-03
2.468845534279385384e-03,2.651368329167140894e-03,2.814373597629032421e-03,2.962331258379080189e-03,3.098338025549808757e-03,3.224500904954324086e-03,3.342473767682529844e-03,3.453484035286395488e-03,3.558474183137830694e-03,3.658238950634112516e-03,3.753384306872614793e-03
2.404052274612379983e-03,2.581225468603521363e-03,2.739505791634215363e-03,2.883205716943945847e-03,3.015321382465920973e-03,3.137893320310014295e-03,3.252519364998733217e-03,3.360389425366089224e-03,3.462418646660134387e-03,3.559376745081601831e-03,3.651850561533699635e-03
2.404965102671704699e-03,2.580115919897190985e-03,2.736551176049377160e-03,2.878565468918949273e-03,3.009135149753091893e-03,3.130286480640360764e-03,3.243606860350535612e-03,3.350273750964311101e-03,3.451192624791057928e-03,3.547122543857902932e-03,3.638644826764091122e-03
2.360079022399632232e-03,2.531631521229115757e-03,2.684829825580676427e-03,2.823886699869325966e-03,2.951725534323261079e-03,3.070335042711057338e-03,3.181273594252333192e-03,3.285693767115533542e-03,3.384486175616490018e-03,3.478395283487217653e-03,3.567993325054574609e-03
2.428250606035876717e-03,2.606218488759611766e-03,2.764880821780559342e-03,2.908650192165211298e-03,3.040587734937267271e-03,3.162789773710837204e-03,3.276894401392687565e-03,3.384119810864772999e-03,3.485407899637635049e-03,3.581544578922129293e-03,3.673139428797995119e-03
2.427813342265849796e-03,2.605978521532447117e-03,2.764718263662107982e-03,2.908489983323700456e-03,3.040378288774285998e-03,3.162499213317393736e-03,3.276497249446313608e-03,3.383599514567549316e-03,3.484753533767758014e-03,3.580747051628479713e-03,3.672194191291328416e-03
2.205779680981958483e-03,2.367444718520244837e-03,2.511994150591432585e-03,2.643381779416915760e-03,2.764339358570682467e-03,2.876720922526507587e-03,2.981965686189721847e-03,3.081150292382311452e-03,3.175098906873875370e-03,3.264500620597959781e-03,3.349889664317324666e-03
