1.476596136972937708e-03,1.564640774142600672e-03,1.639278684570153475e-03,1.703657582898727898e-03,1.760056467336471031e-03,1.809913737719986461e-03,1.854442983526164573e-03,1.894524718753341427e-03,1.930788698441799744e-03,1.963827962257633404e-03,1.994050643830092787e-03
1.453094583351362051e-03,1.538812592703441961e-03,1.611506636181055498e-03,1.674248001479610413e-03,1.729253932743755103e-03,1.777922167111650829e-03,1.821428995720504682e-03,1.860628419167423882e-03,1.896131538907685956e-03,1.928511601873514076e-03,1.958165796522741853e-03
1.423526181289530308e-03,1.508476683225892442e-03,1.580527132194760754e-03,1.642713055502161099e-03,1.697224085124785474e-03,1.745442698326142832e-03,1.788529377393702734e-03,1.827333238685743041e-03,1.862456951581331274e-03,1.894470318694347916e-03,1.923765932570218121e-03
1.462452040041739391e-03,1.549026682093932773e-03,1.622455626141849168e-03,1.685855425424792175e-03,1.741461363293702984e-03,1.790688316469278216e-03,1.834717831738292854e-03,1.874413418273225204e-03,1.910387109657459264e-03,1.943216271716797280e-03,1.973300346455839592e-03
1.471667775561020641e-03,1.558020507296928878e-03,1.631257526113408804e-03,1.694503028696807932e-03,1.749993182630947726e-03,1.799144988521658110e-03,1.843134960198374982e-03,1.882823186640763657e-03,1.918819661943264084e-03,1.951700202444838026e-03,1.981857815703749835e-03
1.443236200975134189e-03,1.526636377480332200e-03,1.597226860595140274e-03,1.658073049776960257e-03,1.711367679666214465e-03,1.758498210899241479e-03,1.800617236094939622e-03,1.838567336154858876e-03,1.872941164939072312e-03,1.904303320343892457e-03,1.933033423738107770e-03
1.570822550008721440e-03,1.662548347750008064e-03,1.740467522992927710e-03,1.807877574832176485e-03,1.867124894823635282e-03,1.919709838484471003e-03,1.966867166659632023e-03,2.009499249594789809e-03,2.048250889672993420e-03,2.083725126664159443e-03,2.116332912197867004e-03
1.566699551040262421e-03,1.658815145592121374e-03,1.737096116256166192e-03,1.804839120475748007e-03,1.864390228653669407e-03,1.917252589847340608e-03,1.964658564262238699e-03,2.007514672706186068e-03,2.046467580204798433e-03,2.082122177371633926e-03,2.114889398143902401e-03
1.529556293945956826e-03,1.617458741904396861e-03,1.692011886917219781e-03,1.756421348091610855e-03,1.812967335911970512e-03,1.863106404862389931e-03,1.908030723521731472e-03,1.948615221953157138e-03,1.985483929220638929e-03,2.019221534436987583e-03,2.050216191910853632e-03
1.514559020441319384e-03,1.600971302490820014e-03,1.674166751830899556e-03,1.737337206439398818e-03,1.792749493282022166e-03,1.841848319395269010e-03,1.885820305427441008e-03,1.925527877971940603e-03,1.961589489633314490e-03,1.994584864963437881e-03,2.024891642947836481e-03
1.572294000645152240e-03,1.662069158714950647e-03,1.738252429986712928e-03,1.804113638389922072e-03,1.861972407075577172e-03,1.913315057704660996e-03,1.959357271562580695e-03,2.000989778660048225e-03,2.038846819776410357e-03,2.073526417407725152e-03,2.105418511748707606e-03
